,company,name,color,type,ratings,people_review,offer_price,real_price,offer
593,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4,30,₹999,"₹5,499",81% off
594,ROKAVO,Travel wrieless earbuds headphone neckband long ...,Green, In the Ear,3.7,367,₹749,"₹2,199",65% off
595,ULTADOR,"Audio ProBass YCharge with Fast Charging , Pro+...",Red, In the Ear,3.8,598,₹510,"₹1,199",57% off
596,Aroma,NB120 Last 36 Hours Playtime Bluetooth Neckband E...,Black, In the Ear,3.7,"3,128",₹348,"₹1,499",76% off
597,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.5,82,₹499,"₹1,499",66% off
598,Malhotra,enterprises Air Tune (Buds) True Wireless Blue...,Assorted, True Wireless,3.8,"15,087","₹1,399","₹4,490",68% off
599,boAt,"Airdopes 100 with 50 Hours Playback, Quad Mics ENx...",Sapphire Blue, In the Ear,3.4,833,₹593,"₹4,999",88% off
600,deamflum,Earbuds M90 PRO with Power Bank & ASAP Charge ...,Black, True Wireless,4.2,"14,276","₹1,299","₹4,999",74% off
601,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.8,4,₹427,"₹1,296",67% off
602,Mestie,i12 tws earpods Bluetooth Headset 91 Bluetooth H...,White, True Wireless,4.1,"2,992","₹1,299","₹4,999",74% off
603,Mivi,"DuoPods K7 Metallic Finish,AI ENC,50H Playtime,Low...",Mint Green, In the Ear,4,"20,048",₹599,"₹2,670",77% off
604,snowbudy,Gaming pro Earbuds Upto 32 Hrs Playtime With 2...,Black BOX BATTERY BACKUP 48 HR, True Wireless,4,"25,909",₹699,"₹1,999",65% off
605,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.8,760,₹799,"₹2,999",73% off
606,Mivi,Collar Classic Pro TWS Neckband with 72 Hours of P...,Grey, In the Ear,3.5,4,₹479,"₹3,850",87% off
607,TECHFIRE,F-700 40 Hours Playtime Bluetooth Wireless Nec...,Red, In the Ear,3.7,"8,896",₹529,"₹1,599",66% off
608,ROKAVO,Hot Selling Sport Earphone Magnetic Good Quality...,Gree  Purple, In the Ear,3.5,"6,986",₹546,"₹1,999",72% off
609,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,4.1,511,"₹1,699","₹2,790",39% off
610,SONY,WI-C100 with 25 Hours Battery Life Bluetooth Heads...,Black, In the Ear,3.8,"40,120",₹649,"₹1,999",67% off
611,Portronics,Harmonics Z2 - 30 Hours Playtime Wireless Ne...,Sky Blue, In the Ear,3.7,"1,47,072",₹799,"₹3,999",80% off
612,Boult,"Audio Escape with Zen Tech ENC mic, BoomX Tech fo...",Black, In the Ear,3.9,60,₹899,"₹5,999",85% off
613,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,5,3,₹749,"₹2,499",70% off
614,Portronics,Harmonics Z4 Wireless Stereo Neckband Blueto...,Black, In the Ear,3.9,"28,219",₹499,₹999,50% off
615,MR,ROBOT K1 Wireless Bluetoth Single Ear Headset Earbud...,Black, True Wireless,4.2,"1,24,994",₹899,"₹2,499",64% off
616,truke,"Buds F1 with 38H Playtime, ENC, Instant Pairing, ...",Blue, True Wireless,3.8,"1,442",₹899,"₹2,490",63% off
617,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4.4,"1,269",₹391,₹699,44% off
618,GREE,"MATT B11 Bluetooth Headset (Red, In the Ear) Bluet...",Red, In the Ear,3.7,76,"₹9,999","₹12,999",23% off
619,Nothing,"Ear (2) with Dual chamber sound, Hi-res audio, ...",White, True Wireless,4.2,308,₹499,"₹1,499",66% off
620,Boult,"Audio X45 with Quad Mic ENC, 40H Playtime, 45ms U...",Black, True Wireless,4,"10,964","₹1,099","₹4,999",78% off
621,boAt,Airdopes 131 Iron Man Edition with 15 Hours Playti...,Iron Blood, True Wireless,4,"13,45,614","₹1,499","₹2,990",49% off
622,truke,"Buds A1 with 30dB ANC, Quad Mic ENC, 48H Playtime...",Blue, True Wireless,4.4,389,"₹1,299","₹3,999",67% off
623,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,4.2,"14,276","₹1,299","₹4,999",74% off
624,VEKIN,bluetooth with microphone for calling and music B...,Blue, True Wireless,3.8,572,₹494,"₹1,999",75% off
625,Callmate,BassFit Pro (30 hours Backup) Wireless Neckban...,Black, In the Ear,3.5,72,₹616,"₹1,999",69% off
626,TECHFIRE,N95- Hours Playtime with superior sound Neckba...,Black, In the Ear,3.6,"5,193",₹329,"₹1,999",83% off
627,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,4,"49,704",₹799,"₹4,499",82% off
628,ROKAVO,Girls Purple neckband wireless headphone headset...,Purple  Multicolor  Green, In the Ear,3.6,59,₹525,"₹1,599",67% off
629,TECHFIRE,F-700 40 Hours Playtime Bluetooth Wireless Nec...,Teal green, In the Ear,3.8,760,₹479,"₹4,850",90% off
630,TECHFIRE,F-255 neckband bluetooth headphone with Fast C...,Black, In the Ear,3.6,573,₹449,"₹3,850",88% off
631,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.1,"1,11,172",₹999,"₹5,499",81% off
632,Hitage,NBT-2319 Grand Series stylish and comfortable Le...,Grey, In the Ear,3.7,131,₹949,"₹1,999",52% off
633,KDM,G2 Power Bluetooth Headset,Black, In the Ear,4,99,₹829,"₹1,999",58% off
634,ISYSGO,New Arrival waterproof bluetooth 5.1 earbuds tws...,Black, In the Ear,3.8,5,₹498,"₹1,999",75% off
635,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
636,DigiClues,Premium N-21 Earbuds/TWs/buds 5.1 Earbuds wit...,Black, True Wireless,3.8,50,₹899,"₹7,999",88% off
637,HOPPUP,"AirDoze D50 Earbuds with upto 50H Playtime, ENC,...",White, True Wireless,3.9,"3,478",₹799,"₹2,999",73% off
638,boAt,"Airdopes 192 with Beast Mode(40ms), 30 Hours Playb...",Black Sabre, True Wireless,4,"4,882","₹1,899","₹3,599",47% off
639,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.7,"6,379",₹799,"₹2,599",69% off
640,OPPO,Enco Air 2 Pro Bluetooth Headset,White, True Wireless,4.2,"9,625","₹3,499","₹4,999",30% off
641,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Crimson Cream, True Wireless,4,"13,45,614","₹1,199","₹2,990",59% off
642,NKL,H.EAR 2 Neckband Wireless Bluetooth Super Sound Wit...,Black, In the Ear,3.7,"8,896",₹629,"₹1,999",68% off
643,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,4,"2,144",₹546,"₹1,999",72% off
644,Aroma,NB119 King 100 Hours Playting Time Fast Charging ...,Pink, In the Ear,3.8,"1,801",₹599,"₹3,299",81% off
645,Ucool,Beast 100 Hours Playtime Bluetooth Wireless Neckb...,Blue, In the Ear,3.7,13,₹649,"₹2,999",78% off
646,Buy,Genuine Good Sound Quality Wireless Bluetooth Earph...,White, In the Ear,3.8,"47,151",₹499,₹999,50% off
647,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.7,43,"₹1,099","₹7,999",86% off
648,IZWI,MI-271 Latest Headphones Neckband Music Time Batte...,Red, In the Ear,4.1,"4,890",₹449,"₹1,499",70% off
649,Ubon,Wireless Neckband CL-50 with Longlasting 30H Playt...,Black, True Wireless,3.9,"2,058",₹735,"₹2,999",75% off
650,U&i,Leather Series 100hours Music Time Bluetooth Headse...,Red1, In the Ear,4.2,"14,276",₹799,"₹2,999",73% off
651,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.9,"28,219","₹1,299","₹4,999",74% off
652,truke,"Buds F1 with 38H Playtime, ENC, Instant Pairing, ...",Blue, True Wireless,3.9,"72,798",₹899,"₹2,499",64% off
653,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Blue, True Wireless,3.6,783,₹599,"₹2,999",80% off
654,PHILIPS,TAT2206BK True Wireless (TWS Earbuds) with IPX4...,Black, True Wireless,3.8,"47,151","₹1,449","₹6,999",79% off
655,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,4.1,"8,979","₹1,099","₹7,999",86% off
656,Wings,"Phantom 850 Earbuds with Game mode, 50 hrsPlaytim...",Black, In the Ear,3.8,"1,09,649","₹1,499","₹2,999",50% off
657,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,Mint Green, True Wireless,3.7,306,₹899,"₹2,999",70% off
658,Tunifi,Earbuds F9 with Power-Bank Bluetooth Headset,Black, True Wireless,4.1,"3,27,645",₹499,"₹4,999",90% off
659,Tunifi,"Mafia T12 TWS Earbuds Upto 48Hrs. Playback, with...",Black, True Wireless,3.9,"60,877",₹499,"₹7,999",93% off
660,truke,"Fit1+ with 36H of Playtime, Gaming Mode, 10mm Dri...",Black, True Wireless,3.6,"6,182",₹799,"₹2,799",71% off
661,Petronics,Z11 Bluetooth Headset,Black, True Wireless,3.8,"10,586",₹699,"₹4,999",86% off
662,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.7,"8,896",₹546,"₹1,999",72% off
663,Ucool,Soul 100 Hours Playtime Bluetooth Wireless Neckba...,Teal Green  Black, In the Ear,3.9,"9,693",₹599,"₹2,499",76% off
664,TEQIR,"Bluetooth Wireless in Ear Earphones,48 Hours Batt...",Grey, In the Ear,3.8,"3,411",₹449,"₹2,490",81% off
665,Kabeer,enterprises H-700 Bluetooth Headset,Grey, In the Ear,3.7,"3,128",₹499,"₹1,499",66% off
666,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,"10,565",₹546,"₹1,999",72% off
667,Noise,"Tune Active Pro with upto 60hrs playtime, ESR, In...",Burgundy Red, In the Ear,3.9,"3,478","₹1,099","₹2,999",63% off
668,Xenio,BT90 Wireless Neckband With Qcharge upto 30H Play...,Black, In the Ear,4,125,₹707,"₹1,899",62% off
669,TECHFIRE,Solo X2 36 Hours Play Time With Vibration On C...,Green, True Wireless,4.2,308,₹415,"₹1,999",79% off
670,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.8,"1,09,649",₹499,"₹1,499",66% off
671,Ubon,CL-122 Neckband Bluetooth Headset,Pink, In the Ear,4.1,"19,628",₹599,"₹1,999",70% off
672,HOPPUP,"AirDoze D50 Earbuds with upto 50H Playtime, ENC,...",White, True Wireless,4.1,"3,27,645",₹799,"₹2,999",73% off
673,Digiwins,"Gaming Pro P30 with ENC HD+ Calling, Deep Bass...",Black, True Wireless,3.8,141,₹999,"₹7,999",87% off
674,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.5,99,"₹1,399","₹3,999",65% off
675,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,White, True Wireless,3.9,"72,798",₹899,"₹2,999",70% off
676,DEFY,"GravityZ with upto 50 Hours Playback, 4 Mic ENC, 1...",White Purity, In the Ear,4,"1,670","₹1,099","₹2,699",59% off
677,GENTLEMOB,Latest Earbuds/Tws/xpods/buds M19 True wirele...,Support Iphone/Android phone 10hrs playtime Black colour, True Wireless,4,99,₹589,"₹1,999",70% off
678,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,3.6,573,"₹1,099","₹2,490",55% off
679,DIGIBUDS,L-21 Smart TWS With Charging Case HD Sound Tec...,Black, True Wireless,3.9,"1,88,519",₹549,"₹2,499",78% off
680,MOOZMOB,PRO Edition Neckband B11 Bluetooth Earphone wit...,Black, In the Ear,3.6,136,₹549,₹999,45% off
681,GOVO,"GOKIXX 952 Bluetooth Neckband, 106H Battery-Fast C...",Gun Metal Grey, In the Ear,4.3,6,"₹1,399","₹4,999",72% off
682,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.7,"8,896",₹599,"₹2,999",80% off
683,Sulfur,Vibration & 45 Hours Backup Elite-2 Wireless Spo...,Black1, True Wireless,3.2,21,₹498,"₹2,499",80% off
684,KDM,G2 Power Bluetooth Headset,Black, In the Ear,4,"51,798",₹829,"₹1,999",58% off
685,TECHFIRE,F-255 neckband bluetooth headphone with Fast C...,Black, In the Ear,4.2,"9,625",₹449,"₹3,850",88% off
686,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.9,"1,88,519",₹445,"₹3,850",88% off
687,SONY,WI-C310 Wireless In-Ear Headphones with Mic Blueto...,Blue, In the Ear,3.8,50,"₹3,290","₹2,199",67% off
688,NKL,H700 Wireless Bluetooth Neckband with Mic Bluetooth...,Green, In the Ear,3.7,"39,568",₹719,₹999,40% off
689,FLIXWISE,"TWS Earbuds Full Touch Control, HD Audio 24Hrs...",White, True Wireless,4,"5,800",₹599,"₹1,999",72% off
690,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.7,"3,072",₹546,"₹3,999",85% off
691,Jeevan,jyoti agency M19 Earbuds/TWS/buds 5.1 Earbuds wi...,Black, True Wireless,4.3,"1,367",₹671,"₹1,199",44% off
692,truke,"Buds Vibe with 35dB ANC, 4Mic ENC, 13mm Speaker, ...",Yellow, True Wireless,4.1,25,"₹1,499","₹3,499",57% off
693,Longway,Evoke 355 with Fast Charge and upto 45 Hours Pl...,Black, In the Ear,3.6,"6,182",₹429,"₹1,290",66% off
694,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.7,"8,896",₹546,"₹1,999",72% off
695,UBeesize,H700 Platinum Series Neckband BASS Bluetooth H...,Black, In the Ear,4.1,532,₹399,"₹1,499",73% off
696,Zohlo,Bluetooth Neckband with Mic Stereo Sound Compatib...,Black, In the Ear,4,"2,779",₹429,₹800,46% off
697,blue,seed BBD-B17 Portable Headset Hand Free Call with ...,Multicolor, In the Ear,4.2,308,₹930,"₹1,999",53% off
698,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.8,"1,09,649",₹546,"₹1,999",72% off
699,D1Y3,"B-14, ProBass Fcharge with 35 hrs Playtime, Fast C...",Multicolor  Silver, In the Ear,3.9,"4,974","₹1,439","₹4,999",71% off
700,Mytrack,"MT0507 Neckband Low latency Quick Charging, Mic...",Black, In the Ear,4.2,"1,135",₹449,"₹2,995",85% off
701,Aroma,"NB119 Queen 100 Hours Playtime, EQ modes, Fast Ch...",Black, In the Ear,4.1,"3,27,645",₹689,"₹3,299",79% off
702,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,3.9,21,"₹1,399","₹3,999",65% off
703,Mivi,DuoPods F40 with 50 Hrs Playtime I13mm Drivers|Mad...,White, True Wireless,4,"12,482",₹899,"₹2,999",70% off
704,Wings,"Phantom 105 Earbuds with Game Mode, ENC, 40 Hours...",Black, True Wireless,3.9,"1,88,519","₹1,799","₹3,599",50% off
705,DEFY,GravityU with 35 Hours Playback and Beast Mode Blu...,Celestial Cyan, In the Ear,3.2,10,₹899,"₹1,999",55% off
706,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,3.8,808,"₹1,099","₹2,490",55% off
707,Xezbi,Earbuds M10 Air-Pro Wireless Earphone Touch Contr...,Black, True Wireless,3.9,"1,88,519",₹549,"₹3,899",85% off
708,Wings,"X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms lo...",Black, True Wireless,4.1,"1,616","₹1,599","₹7,999",93% off
709,Tunifi,TN01 TWS Earbuds Upto 48Hrs. Playback with Power...,Black, True Wireless,4.1,43,₹499,"₹3,850",88% off
710,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,4,"11,051",₹449,"₹2,299",69% off
711,Syska,PACE X1 Bluetooth Headset,Elegant Black, In the Ear,3.7,"8,896",₹699,"₹2,999",69% off
712,Ubon,"Khiladi Series CL-3990 Upto 30 hours Playtime ,Typ...",Grey, In the Ear,3.9,"1,94,790",₹919,"₹3,850",88% off
713,MOQ,MQ655BLACK Bluetooth Headset,Black, In the Ear,3.7,448,₹445,"₹2,999",81% off
714,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.7,"39,568",₹564,"₹3,990",64% off
715,Aroma,NB119 Hero - 50 Hours Playtime Bluetooth Neckband...,Black, In the Ear,3.8,"2,551","₹1,424","₹2,999",81% off
716,DUDAO,Expendable One click Retractable Single Ear Bluet...,Black, In the Ear,3.7,"1,060",₹564,"₹1,999",72% off
717,Aroma,NB119 Champion - 50 Hours Playtime Bluetooth Neck...,Black, In the Ear,3.4,"5,917",₹546,"₹2,499",72% off
718,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.8,141,₹699,"₹3,499",74% off
719,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Red, In the Ear,3.9,"1,88,519",₹899,"₹3,499",57% off
720,Aroma,NB132 Construct 48 Hours PlayTime True Wireless E...,White, True Wireless,4.3,6,"₹1,499","₹3,850",89% off
721,Noise,"Buds VS202 with 24 Hours Playtime, Instacharge, H...",Charcoal Black, True Wireless,3.3,"1,435",₹399,"₹7,999",90% off
722,TECHFIRE,Fire-T10 -48 Hours Playing Time Fast Charging ...,OCEAN  Blue, In the Ear,3.9,"16,582",₹759,₹699,66% off
723,Digiwins,BTH F9 Pro Earbuds Upto 300Hrs Playtime With 2...,Black, True Wireless,4.7,81,₹235,"₹2,499",78% off
724,JBL,"Tune 230NC TWS, Active Noise Cancellation, 40Hr Pla...",Black, True Wireless,4,"5,696","₹5,999","₹7,999",25% off
725,MASOORI,L21 Wireless 5.0 TWS Earphones Earbuds Stereo I...,Black, True Wireless,3.3,6,₹499,"₹1,599",68% off
726,CIHLEX,CX-1004 Classical Bluetooth Neckband Headphone E...,Black, In the Ear,3.7,"3,128",₹749,"₹1,999",62% off
727,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.6,"4,211",₹499,"₹1,499",66% off
728,TECHFIRE,H700 Hi-Res Wireless in Ear Headphone Black Bl...,Black, In the Ear,3.9,527,₹494,"₹1,299",61% off
729,KDM,A2 50H MUSIC TIME HEADPHONE Bluetooth Headset,Multicolor, In the Ear,3.6,"6,182",₹999,"₹2,999",66% off
730,blue,seed BBD-B17 Portable Headset Hand Free Call with ...,Multicolor, In the Ear,3.9,"1,94,790",₹930,"₹1,999",53% off
731,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,"4,882",₹546,"₹1,999",72% off
732,Worricow,Hot Sale IPX7 Waterproof headphone with callin...,Green, In the Ear,4,"20,048",₹549,₹999,45% off
733,Mivi,Collar Classic Neckband with Fast Charging Bluetoo...,Red, In the Ear,3.4,229,₹699,"₹2,499",72% off
734,boAt,"Airdopes 192 with Beast Mode(40ms), 30 Hours Playb...",Black Sabre, True Wireless,3.8,103,"₹1,899","₹3,599",47% off
735,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4.3,"1,367",₹699,"₹1,999",65% off
736,GAGANDEEP,TWS i12 Bluetooth Wireless Earphone Touch Sen...,Multicolor, True Wireless,4.1,"1,11,172",₹499,"₹2,999",83% off
737,JVMART,M10 TWS EarBuds Touch Control Bluetooth Headset,Black, True Wireless,3.5,"6,737",₹499,"₹2,999",83% off
738,truke,"Buds Vibe with 35dB ANC, 4Mic ENC, 13mm Speaker, ...",Yellow, True Wireless,3.7,"8,896","₹1,499","₹3,499",57% off
739,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.6,"5,193",₹999,"₹5,499",81% off
740,snowbudy,7PRO TWS Earbuds Movie Mode 48Hrs Total Playti...,Black, True Wireless,3.9,"1,495",₹852,"₹4,490",81% off
741,Rudra,Tech M19 / M90 / M10 / T2TWS Bluetooth 5.0 Wirele...,Black, In the Ear,3.7,"1,47,072",₹628,"₹2,499",74% off
742,Oxhox,Wireless compatible with 4G redmi Bluetooth Heads...,Red  Black, True Wireless,4.3,3,₹249,₹999,75% off
743,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,142,₹546,"₹1,999",72% off
744,TECHFIRE,N95- Hours Playtime with superior sound Neckba...,Black, In the Ear,4.2,"14,276",₹329,"₹1,999",83% off
745,Matlek,16 Hours Music Neckband Earphone Bluetooth Wirel...,Red, In the Ear,3.7,187,₹399,₹990,59% off
746,CARRON,CH-160 Avatar - 48 Hour Playtime Bluetooth Headp...,Green, In the Ear,3.7,"1,060",₹426,"₹1,999",78% off
747,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.8,"7,725",₹899,"₹5,999",85% off
748,HASTAGG,SB 2001 Long Life Battery Bluetooth Headphone E...,Green, In the Ear,4,"20,048",₹599,"₹1,999",70% off
749,GAGANDEEP,Magnet Bluetooth Headset for all Smart phones...,Black, In the Ear,4,"69,158",₹399,"₹1,699",76% off
750,Portronics,Harmonics X1 Sports Bluetooth Headset,Green, In the Ear,4,"51,798",₹899,"₹1,999",55% off
751,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.9,"1,993","₹1,299","₹4,999",74% off
752,Boult,"Audio X60 ANC (30dB), Quad Mic ENC, 30 Hrs Batter...",Blue, True Wireless,4.1,"2,992","₹1,499","₹4,999",70% off
753,Digiwins,BTH F9 Pro Earbuds Upto 300Hrs Playtime With 2...,Black, True Wireless,3.3,"7,472",₹759,"₹7,999",90% off
754,truke,"Buds S2 with 48H Playtime, Quad Mic ENC, Instant ...",Blue, True Wireless,3.8,24,"₹1,099","₹3,999",72% off
755,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.9,"72,798",₹699,"₹1,999",65% off
756,YAMAHA,EP-E50ABLACK\\G Bluetooth without Mic Headset,Black, In the Ear,3.7,12,"₹9,399","₹12,400",24% off
757,ultiads,36 Hours Playtime with superior sound Neckband ...,Silver, In the Ear,3.4,237,"₹1,304","₹4,999",73% off
758,JBL,"Tune 175BT Flex Neckband with 14-Hour Playtime, Qui...",Red, In the Ear,3.6,"6,182","₹1,899","₹2,999",36% off
759,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,"3,399",₹546,"₹1,999",72% off
760,Wings,Phantom 205 Neck band with touch controls Bluetoo...,Grey, In the Ear,4,447,₹899,"₹2,999",70% off
761,ZEBRONICS,Zeb Yoga 90 Plus Bluetooth Headset,Blue  Black, In the Ear,3.8,11,"₹1,399","₹2,299",39% off
762,REEPUD,SH12 Bluetooth Headset,Red, In the Ear,3.7,"8,896",₹599,"₹2,999",80% off
763,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,200,₹546,"₹1,999",72% off
764,SOniLEX,SL-BT-193 (GREEN) Bluetooth Headset,Green, In the Ear,3.6,183,₹679,"₹2,499",72% off
765,FRISTDOWN,i12 TWS Wireless inpods Earbuds With Touch Se...,Multicolor, True Wireless,3.5,"2,443",₹459,"₹1,999",77% off
766,Casa,Tech Double (Dual L/R)BT Sports With Charging Box ...,White, True Wireless,4.2,308,₹395,₹866,54% off
767,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.1,13,"₹1,399","₹3,999",65% off
768,snowbudy,Top selling Earbuds Upto 32 Hrs Playtime With ...,Black BOX BATTERY BACKUP 48 HR, True Wireless,4.2,"4,028",₹599,"₹2,670",77% off
769,realme,Buds Air 3S with Dual Device Pairing and 30hrs T...,Bass White, In the Ear,3.7,44,"₹2,499","₹4,999",50% off
770,THE,MOBILE POINT Stereo Single Ear Mini wireless Hi-Fi ...,Black, In the Ear,4.1,"3,27,645",₹327,"₹1,199",72% off
771,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,4,970,"₹1,099","₹2,490",55% off
772,Auratic,M 10 TWS 5.0 Bluetooth Earphones 3500mAh Chargi...,Black, In the Ear,3.9,"1,88,519",₹498,₹999,50% off
773,ROKAVO,Purple neckband wireless headphone headset earph...,Purple  Multicolor  Green, In the Ear,3.8,"19,277",₹529,"₹1,599",66% off
774,boAt,"Rockerz 378 with Spatial Bionic Sound by THX, ASAP...",Vibrant Red, In the Ear,3.9,451,"₹1,499","₹3,490",57% off
775,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless headphone...,Red, In the Ear,3.9,"1,88,519",₹449,"₹3,850",88% off
776,Boltune,BT-335 Neckband hi-bass Wireless Bluetooth head...,Navy Blue, In the Ear,3.3,4,₹479,"₹3,850",87% off
777,Ubon,Sound Range CL-4050 Bluetooth Headset,Blue, In the Ear,3.8,"7,725",₹827,"₹2,499",66% off
778,ROKAVO,Hot Selling Original high quality super bass wir...,Black, In the Ear,3.7,"8,896",₹749,"₹1,999",62% off
779,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.8,39,₹445,"₹3,850",88% off
780,Kabeer,enterprises BT-255 Upto 30 Hours Battery Life Fl...,Red, In the Ear,4.1,710,₹699,"₹2,999",76% off
781,TROST,Sports 40H Playtime Neckband for Gym Office Car I...,Black, In the Ear,4.1,350,₹539,"₹1,999",73% off
782,truke,"Buds S2 with 48H Playtime, Quad Mic ENC, Instant ...",Blue, True Wireless,3.8,"2,551","₹1,099","₹3,999",72% off
783,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,4.2,"1,135",₹546,"₹1,999",72% off
784,Tunifi,Earbud F9 Earbuds/TWs/buds 5.1 Earbuds with 300H...,Black, True Wireless,3.5,557,₹499,"₹7,999",93% off
785,Mivi,"DuoPods K1 compact earbuds,AI-ENC,TWS with 42H Pla...",Brisk Blue, In the Ear,3.9,"1,88,519",₹999,"₹4,999",80% off
786,Wings,Vader 350 Bluetooth Gaming Headset,White, True Wireless,3.2,13,"₹1,599","₹2,999",46% off
787,TECHFIRE,Fire-T10 -48 Hours Playing Time Fast Charging ...,OCEAN  Blue, In the Ear,3.8,"24,353",₹399,"₹3,850",89% off
788,DEFY,GravityU with 35 Hours Playback and Beast Mode Blu...,Lunar White, In the Ear,4.7,81,₹899,"₹1,999",55% off
789,Sulfur,45 Hours Playtime & Call vibration Alert Elite-2...,Red, True Wireless,4,"1,670",₹498,"₹2,499",80% off
790,Gali,Bazar IEGA33 Bluetooth Headset,White, In the Ear,4,52,₹395,"₹1,999",80% off
791,ZEBRONICS,"ZEB -YOGA N2 RGB with 30H Playtime, ENC Mic, ...",Yellow, In the Ear,3.6,"6,182",₹899,"₹2,999",70% off
792,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,4,"5,346",₹546,"₹1,999",72% off
793,Auxigen,Buzz Sports Wireless Neckband BT 5.0 with Deep ...,Black, In the Ear,4.2,"17,196",₹499,₹999,50% off
794,Ubon,"Prithvi Series CL-350, Upto 15 Hours Playtime In-E...",Red, In the Ear,3.7,"8,896",₹649,"₹1,999",67% off
